id,name,description,ingredients
2812,木椟鲜虾饼,《木椟鲜虾饼》是一道中国民间传统家庭美食，由鲜虾烹饪而成。,
2813,油炸麻雀,,
2814,白焯响螺片,白焯响螺片是一道色香味俱全的传统名菜，属于粤菜系。把大螺肉切成片状，旺火烧热炒锅下熟猪油，姜葱，烹绍酒，上汤煮沸，去掉姜葱，将螺片放入沸汤中烹至九成熟，用漏尔勺取出，去掉汤，将锅放回炉上，下熟猪油，续将螺片放入锅中，烹绍酒，加芝麻油，迅速翻匀装盘。食以蚝油，熟虾酱各一小碟为佐料。,净大螺肉
2815,燕窝鸽汤蛋,燕窝鸽汤蛋属于粤菜菜系则由燕窝、鸽蛋配以鸡汤制成，燕窝含有丰富蛋白质，可以增强身体免疫力，有助改善痰喘，虚损等症状，并有美容养颜的功效，本汤具有色泽清亮，味道清淡，鲜美可口的特点，特别适合年老体弱者食用。,鸽蛋，燕窝
2816,绉纱鸽蛋,绉纱鸽蛋是一道美味可口的粤菜。鸽蛋含有优质的蛋白质、铁、钙、磷脂、维生素A、维生素B1、维生素D等营养成分，具有改善皮肤细胞活性、提高皮肤的弹力纤维性、增加颜面部红润等功能。,鸽蛋
2817,姜葱蚬芥蒸鱼云,姜葱蚬芥蒸鱼云是一道广东省的传统名菜，属于粤菜系。大鱼头斩件去鳃，洗净滤干水份，用调味料拌匀。姜片、葱段、红椒同切丝，芫茜切段。将姜丝、红椒丝、蚬芥酱同放鱼上面，隔水蒸熟。将葱丝洒上，蘸上滚油即成。,大鱼头，姜片
2818,古法扣全瑞,古法扣全瑞， 粤菜  ， 广东风味砂锅菜。瑞：甲鱼，因其寿命长，对人体有良好滋补功效，故称“瑞”，为吉祥长寿之意。甲鱼最常见的,活甲鱼600克，火腩
2819,广东裹蒸粽,广东裹蒸粽是由长糯米等制作的食物，食用时节是正月十五。,长糯米，绿豆仁 
2820,豆酱煎煮乌鱼,豆酱煎煮乌鱼,乌鱼，葱2条，红椒丝1汤匙，姜2片
2821,奶油干贝,,
2822,侉炖青鱼,色米黄，清淡适口。适宜老年人，养胃健脾，养生健康。,青鱼
2823,三味灯笼虾,三味灯笼虾，创新海鲜菜。用角虾（又称“明灯”、“对虾”、“凤虾”）切断头、 尾、身，分为两味烹制，另用鲜虾仁制成虾丸，再加一味，共三味，摆成灯笼形状，故名。[1] ,角虾、中虾仁
2824,椰香鸡,椰香鸡是一道美食，原料是椰子、土鸡腿、红枣。,椰子、土鸡腿
2825,果汁煎鸡肉,果汁煎鸡肉是一道浙江省的传统名菜，属于浙菜系。,鸡肉
2826,群龙戏珠,群龙戏珠，是海南新款风味菜。 [1] ,中角虾，鲜虾胶
2827,溜黄菜,溜黄菜是山东省传统的特色名菜，属于安徽地区自主创新菜。色泽鲜艳，鲜嫩可口。鸡蛋黄、鸡蛋清纳入碗内搅散，加入料酒、精盐、湿淀粉、虾仁和切成细末的金华火腿，搅拌均匀备用。净锅置火上，入色拉油烧至三四成热时，倒入调好的蛋液，并用手勺不断地朝一个方向搅拌动，边搅动，边分次加入色拉油，至蛋液成脑花状且熟透时，出锅装盘即成。,鸡蛋，金华火腿
2828,炖禾虫,炖禾虫是广东地区特色传统名菜之一，属于粤菜系。此品膏状，虫条与虫膏均匀交错，色泽金黄，味道鲜香，高蛋白，营养丰富，是广东珠江三角洲老少皆喜食的佳品。,禾虫，肥叉烧
2829,炊麒麟鱼,炊麒麟鱼是一道广东省的传统名菜，属于粤菜系。鱼肉鲜嫩、味馥清醇。将鲈鱼起肉去皮，鱼头开两片，鱼尾留用。把鱼肉片成“双飞片”（2片连在一起），白肉、火腿、香菇各切成薄片，加入鸡蛋清、绍洒、精盐、味精、胡椒粉腌渍几分钟。将鱼盘的盘底抹上薄猪油，然后将火腿、香菇、白肉夹在鱼片中间，逐件摆进盘里，然后摆入头尾，放进蒸茏用旺火蒸约10分钟取出。把原汁下鼎加上汤、精盐、味精、用淀粉水打芡，淋入芝麻油、,鲈鱼
2830,酒酿鸽蛋,酒酿鸽蛋是一道美味可口的名点，属于浙菜系。汤清色雅、醇香扑鼻，鸽蛋甜嫩，营养丰富。,鸽蛋
2831,脆炸仙人掌,,仙人掌400克 
2832,三菇浸鱼云,三菇浸鱼云是广东省传统的地方名菜，属于粤菜系。将油煮滚，放入鱼云以猛火炸约4分钟，至鱼云浮面即上碟备用。将干蒜、虾米茸、葱及姜片爆香。倒入上汤底，加入马蹄、金菇、草菇和冬菇同煮，撒入糖和盐调味。放入鱼头煮滚上碟即可。,鱼云，马蹄
2833,啤酒灼大闸蟹,啤酒灼大闸蟹是一道由大闸蟹、啤酒等食材制成的美食。,
2834,菠萝鸡肉丁,菠萝鸡肉丁，是一道家常菜，制作原料主要有菠萝、鸡腿肉、红柿子椒等。,鸡腿肉，菠萝块
2835,三蛇煲老鸡,三蛇煲老鸡是一道以素鸡、火腿、水发海参为主要食材制作的菜品。,素鸡
2836,潮州烧鹅,潮州烧鹅是一道菜品，主料是新鲜的肥鹅，配料是新鲜的芫荽、酸甜菜等，调料是适量的桂皮、川椒、八角等，通过慢火煮、炸制作而成。,肥鹅，精盐，老抽，白糖，绍酒，生粉，生油
2837,芋仔炊鹅,师傅教路：此菜可说是完全的“五邑制造”———鹅选用的是开平马岗有名的土特产马岗鹅，此鹅已有百多年的饲养史，早熟易养，肉质鲜嫩且不肥腻；酱料上，咸度适中，香味诱人的水口腐乳是开平水口镇特产。,
2838,奶鱼煮菜心,奶鱼煮菜心是一道菜品，主料是奶鱼，配料是菜心等，调料为姜片、鲜磨胡椒粉、盐等，通过煮制的做法制作而成。,奶鱼，菜心，豆腐，橄榄油
2839,芦荟煮黄鳝,,
2840,香煎茄片,香煎茄片是一道广东的地方传统名菜，主料是茄子，配料是海米、青椒、红椒等，调料为食盐等，通过油炸翻炒的做法而成。,茄子
2841,咸蛋黄茶树菇,咸蛋黄茶树菇是一道以茶树菇、咸蛋黄为主要食材制作的美食。,菌菇类
2842,柠汁炸软鸡,柠汁炸软鸡是广东省的传统名菜，属于粤菜系。将鸡肉调味后，加入蛋汁，再加入栗粉，使鸡肉表层沾上面浆；鸡肉因沾上蛋液，炸过会变得松脆。用吉士粉打芡可使汁料有微黄色，富有柠檬的色彩。,鸡肉，柠檬
2843,大良炒鲜奶,大良炒鲜奶是一道广东地区特色传统名菜，最早始于广东顺德县大良镇，距今已有上百年的历史。主要由鲜奶、鸡蛋清和淀粉等精致而成，口味独特。此菜因其口味清淡，奶香浓郁，一直深受食客青睐。,
2844,红烧黄花鱼,红烧黄花鱼属于粤菜，是一道家常菜。主料是黄花鱼，配以青菜、猪肉等烧制而成。黄花鱼含丰富的蛋白质和维生素，体质虚弱者应多食。,黄花鱼，猪肥瘦肉，青蒜，青菜
2845,煎南瓜,煎南瓜是一道以南瓜为主要食材制作的美食。,
2846,蛋白炒鲜奶,蛋白炒鲜奶是一道粤菜，制作材料有蛋黄、鲜牛奶、盐、生粉、鸡粉等。,蛋黄
2847,韭菜炒蛏子,韭菜炒蛏子是一道由净蛏子肉、韭黄 、精盐等做成的美食。,净蛏子肉
2848,沙拉酱炒鱿鱼卷,沙拉酱炒鱿鱼卷是一道美食。,鱿鱼
2849,蜜瓜脆鳝,蜜瓜脆鳝是一道广东省的传统名菜，属于粤菜系。黄鳝去头尾洗净，用盐、生粉略拌去滑过水放干，切成片，加入腌料拌腌片刻，留用。蜜瓜挖球，红椒切丝。将鳝鱼沥干洒上生粉，放滚油内炸脆盛起。烧油爆姜、蒜，下调味煮溶，下蜜瓜球，鳝鱼快手炒匀，洒下红椒丝即可。,黄鳝320克、红辣椒2只、蜜瓜（挖球）约240克、姜2片、蒜头2粒、生粉半杯 镇江醋2汤匙、糖3/4汤匙，盐1/4茶匙、生粉1茶匙、水4汤匙 酱油1茶匙、酒1茶匙、胡椒粉少许
2850,广东烤鸭,广东烤鸭是广东省传统的地方名菜，属于粤菜系。外酥里嫩，入口醇香。,嫩鸭
2851,蚝油牛肉,蚝油牛肉是广东地区特色传统名菜，属于粤菜系，私家菜菜谱之一，制作原料主要有牛肉、蚝油等。口味属于本味咸鲜。香滑鲜嫩，无韧性，味道鲜美。,牛肉，蚝油
2852,苦瓜肥肠,苦瓜肥肠的原料有苦瓜200克，猪大肠100克，辣椒10克，植物油30克，酱油20克，料酒10克，白糖10克，蒜10克，胡椒粉1克，水淀粉5克。,苦瓜，猪大肠
2853,一品鲳鱼,一品鲳鱼是由鲳鱼配以各种佐料制成的福州菜。鲳鱼鳞细、肉嫩，骨软而香且蛋白质含量高。本菜质细嫩，味香鲜甘美，营养丰富，老少皆宜。,鲳鱼
2854,板栗烧肥鸭,板栗烧肥鸭，闽菜，以板栗和鸭子为原料制成， 主要调料是酱油、白砂糖和料酒等，该菜品主要采用蒸制的方法制作而成。,栗和鸭子
2855,青豆牛肉末,青豆牛肉末是一道以青豆、牛肉等为原料炒制而成的广东省的传统名菜，主要调料是精盐、淀粉、酱油等，采用翻炒的方法制作而成。,绞碎牛肉140克，洋葱泥60克
2856,北芪瘦肉,是广东省传统的特色名菜，属于粤菜系。此菜汤浓汁香，性温和，为滋补上品。 猪肉切成厚圆片，用腌料腌制30分钟，将猪肉片放入一深盘中，再撒上北芪，天麻，清水和料酒，放入蒸锅蒸20分钟后再焖5分钟即可。,猪腰枚肉，北芪
2857,秘制国药中华鳖,秘制国药中华鳖是由中华鳖、党参、红枣、枸杞、沙参、玉竹、姜片制作而成的一道药膳。,中华鳖
2858,白玉翡翠,白玉翡翠是一道广东省的传统名菜，属于粤菜系。主料由鸡胸肉、豆芽、油菜组成。此菜色泽翠绿，口味清淡。鸡胸肉和豆芽在“翡翠”油菜的掩映下更显其“白玉”本色，具有荤素搭配得当，营养价值丰富之特点。,鸡胸肉、豆芽、油菜
2859,牛蒡脆肠,牛蒡脆肠是一道传统名菜，属于闽菜系。肉香味美，色泽诱人，令人垂涎。肥肠加调味料煮至熟烂取出，再加入牛蒡煮10分钟取出。麦芽糖加水1杯煮成汁待用。牛蒡与葱同时塞进大肠在沾麦芽糖汁捞起凉乾，入油锅炸至金黄色即可。,牛蒡5支、大肠5条
2860,柠檬嫩牛肉,柠檬嫩牛肉是一道美食，主要食材有牛肉、柠檬、洋葱等，调料为柠檬汁、鲜鸡粉、香菜末等，该菜品主要是通过凉拌的做法而成。,牛肉，柠檬
2861,广式萝卜糕,广式萝卜糕是广东传统糕类美食，老广记忆中的传统美食之一。口味咸鲜味，主料有小麦面粉、白萝卜、腊肉（生）、辅料为虾米。萝卜又称菜头，取其好彩头的谐音，是过年时最应季又最讨好的蔬菜。,萝卜，小麦面粉
2862,铁扒仔鸡,铁扒仔鸡是一道浙江省的传统名菜，属于浙菜系。把鸡去毛，洗净内脏，剔去骨头，片成厚片，用刀背拍松肉质，放姜片、葱段、精盐、生抽腌片刻，拣去葱、姜，加鸡蛋、淀粉拌匀，沾上千淀粉。将鸡肉下旺油锅中，炸呈金黄色捞出，改刀装盘。锅放底油，下茄汁煸炒，加清汤、糖、醋、味精调好汁烧开，淀粉勾芡，浇在鸡上，西红柿片成厚片围在盘边。,嫩鸡
2863,红烧甲鱼,红烧甲鱼是一道传统名菜，属于闽菜系。此菜品为一等药膳，此菜荤香醇人，富含营养，能够补虚养身、气血双补、滋阴调理、清热去火。,甲鱼，猪里脊肉
2864,铁板海皇豆腐,铁板海皇豆腐是一道以虾仁、带子、鲜鱿为主要食材制作的美食。,虾仁、带子、鲜鱿
2865,苔菜明虾,苔菜明虾是一道菜品，主要制作材料有明虾12只，用酒1汤匙、盐1茶匙、香油1茶匙、葱2条、姜3片制成腌虾料，苔菜25克，用鸡蛋1只、酒1/2汤匙、糖1/2茶匙制成蛋汁，花椒盐或番茄酱适量。,明虾
2866,烤烧肉,,
2867,兰花金钱酿发菜,兰花金钱酿发菜是广东省传统的名菜，属于粤菜系。金钱满盘，滑嫩爽口。发菜20克，鸡酿子150克，鸡蛋3个，精盐10克，绍酒5克，味精1克。,发菜
2868,番茄柠檬炖鲫鱼,番茄柠檬炖鲫鱼是一道开胃健脾，鲜香适口的菜品。,鲫鱼
2869,上汤虾丸,上汤虾丸是一道粤菜，主料是鲜虾、鸭蛋等，调料是味精、味精、上汤等，该美食通过放入烧滚的清水里煮制而成。此菜属于粤菜系，色泽美观，鲜嫩爽口。,鲜虾
2870,蚝油生菜,蚝油生菜是一道广东常见的特色菜肴，属于粤菜。利用生菜及蚝油配以辅料加工炒制而成，该菜营养丰富，鲜嫩可口、清鲜润滑。,生菜，蚝油
2871,广式回锅肉,广式回锅肉是一道美食，属于岭南菜系。主要食材有猪五花肉、香菇片，调料为葱、姜、蒜等，是腌好的猪五花肉用油炸成金黄色的做法制成。,猪五花肉，泡辣椒、香辣酱、豆豉、青红椒、香菇片、醋、生粉、鸡精、洋葱、葱、酱、蒜、食用油，豆鼓、生粉、食用油，葱、姜、蒜
2872,白云猪手,白云猪手是广东省广州地区特色传统名菜之一。广州几乎每个酒楼都设有这菜式。以猪手为主料，沸水煮至软烂，捞出晾凉后加调料凉拌，即可食用。其特点是酸中带甜，肥而不腻，皮爽脆，食而不厌，骨肉易离，皮爽肉滑，是佐酒佳肴。,猪手
2873,干烧凤翼翅,,鸡翅，竹笋条等
2874,菠菜鸡煲,菠菜鸡煲是一道湖南省的传统名肴，属于湘菜菜系之中的特色煲之一。具有温中益气、补虚填精、健脾胃、活血脉、强筋骨的功效。,鸡
2875,八宝蟹饭,八宝蟹饭是用青蟹2只（700克）、糯米（165克）、火腿丁（45克）、开洋（20克）、白果（45克）、花生（75克）、冬菇丁、冬笋丁、葱段、姜片、黄酒、盐、清汤（300克）制作而成的菜品。,青蟹，糯米
2876,赛螃蟹,赛螃蟹是一道传统特色名菜，口感滑嫩，营养丰富，味似蟹肉，老少皆宜。以黄花鱼为主料，配以鸡蛋，加入各种调料，炒制成的菜肴，黄花鱼肉雪白似蟹肉，鸡蛋金黄如蟹黄。此菜鱼蛋软嫩滑爽味鲜赛蟹肉，不是螃蟹，胜似蟹味，故名“赛螃蟹”此菜有五种做法。赛螃蟹有维生素A、维生素B1、维生素B2、花青素、钙、铁等营养成分。,黄花鱼，鸡蛋
2877,龙王夜宴,"龙王夜宴是广东省传统的特色名菜，属于粤菜系。此菜虾肉嫩爽鲜香,可根据不同调料变化口味。龙虾入沸水煮5分钟，取肉留头、尾；将龙虾肉、石斑肉、螺片、带子用味精、糖、料酒、胡椒粉略腌；用七成热油炒虾肉1分钟后加姜末、蒜耳，稍后取出；虾肉连同虾头、尾，依次摆放盘中，淋明油并佐以芥末和酱油伴食。",龙虾，石斑，带子，...
2878,XO酱脆鳗,鳗鱼去骨切成8公分小段，每段再顺着纹路切成3片，和材料(2)及调味料(1)一起拌匀，腌约10分钟入味。,鳗鱼300公克、蛋黄1个
2879,蚝油白菜卷,原 料(1)白菜叶 12片(2)虾仁 150公克 绞肉 150公克 太白粉 45公克 盐 1小匙(3)肥肉丁 30公克 香菜末 30公克 香菇丁 60公克 笋丁 60公克(1)太白粉 1又1/2小匙 盐 1小匙 糖 1又1/2小匙 鲜鸡粉 1小匙 胡椒粉 1小匙 麻油 1小匙(2)蚝油 1又1/2大匙 盐 1小匙 糖 1小匙 鲜鸡粉 1小匙 太白粉 30公克 水 60㏄,白菜叶，虾仁，蚝油
2880,盐焗手撕鸡,盐焗手撕鸡是一道美味可口的传统名菜，属于粤菜系。口味家常，做法简单。柴鸡肉较富弹性，若只用半只，要选用带胸骨的那一边，以免鸡胸肉遇热紧缩，口感干涩。喜食鸡皮者为免油腻，可将鸡冰冻后再撕，撕除鸡皮则只需将鸡放凉即可。,鸡肉
2881,鲜虾琼山豆腐,鲜虾琼山豆腐是一道美食，主料有 虾仁，鸡蛋清，做法简单，为家常菜,虾仁，鸡蛋清
2882,罗定鸡排,罗定鸡排是一道广东省罗定市的特色传统名菜，属于粤菜系。鸡肉切块，用太白粉、玉米粉拌匀，腌至5分钟，葱切断，红葱头稍拍，蒜切碎；锅中油加热，放红葱头炸5分钟，放入鸡块，再加葱、蒜、豆豉炒4分钟后，再加入盐、味精、酱油、蚝油、糖、水蒸4分钟左右，即可盛盘食用。,鸡胸肉
2883,腐皮虾包,腐皮虾包是四川省的传统名菜，属于川菜系。色形美观，腐皮酥脆，馅鲜滑嫩，虾味鲜香。是佐酒佳品。以虾仁，肥猪肉等制作而成。,鲜虾仁
2884,白灼象拔蚌,白灼象拔蚌是广东一带的风味名菜，属于粤菜系。,
2885,酥海带,酥海带是是山东省传统的特色名菜，属于鲁菜系海鲜菜。此菜海带酥烂，味道酸适口，香气扑鼻。色泽深棕褐色，口味咸甜微酸，品质松软可口。此菜酒饭均宜。,水发海带
2886,粉丝椰汁鳝片窝,粉丝椰汁鳝片窝是一道广东省的传统名菜，属于粤菜系。以粉丝、黄鳝为主料制作而成。粉丝椰汁鳝片煲是将黄鳝带出另一种口味和另一种烹调法，有些热带风情味，如喜爱辣味可加少许咖喱粉。这是可以变化的菜式，需注意处是鳝的清洗工作必需做得完善。,黄鳝，粉丝
2887,葱爆兔肉,葱爆兔肉是一道以兔肉为主要食材制作的浙菜系。,嫩兔肉
2888,汤煎镶带子,汤煎镶带子是一道色彩鲜艳，营养丰富的广东菜。以草虾仁、新鲜干贝、绿花椰、牛油、蒜末、太白粉、盐、糖、香油后鲜鸡粉烹饪而成。,虾仁
2889,椰汁芋头鸡,,鸡腿2只，芋头1个(约1斤)，椰浆1罐
2890,冬菇蒸滑鸡,冬菇蒸滑鸡是一道传统名菜，属于粤菜。冬菇、红椒、姜都切片、土鸡切块、葱切段，加入盐、味精、白糖、蚝油、生粉、麻油拌匀待用。 蒸锅烧开水，放入原料，用旺火蒸10分钟拿出，油烧开淋入鸡上即成。,冬菇，土鸡，戏椒
2891,香芋扣肉,香芋扣肉此菜又称“中秋叠肉”，是珠三角地区名菜之一，当地人逢年过节必做的一道菜。以猪肋条肉（五花肉）、芋头、萝卜、小麦面粉为制作原料的一道粤菜，其甘香可口，软滑不腻。有增强人体的免疫机制、滋补身体、补充皮肤养分、美容的等功效。,猪肋条肉，香芋
2892,苹果炒蟹柳,苹果炒蟹柳是以青苹果、蟹柳条为主要食材制成的一道美食。,青苹果，蟹柳条
2893,串烧海鲜,串烧海鲜是广东很有特色的地方菜式之一，属于粤菜串烧海鲜以鱿鱼为主要材料，烹饪以烤为主。鱿鱼须煮熟透后再食，皆因鲜鱿鱼中有一种多肽成分，若未煮透就食用，会导致肠运动失调。,鱿鱼
2894,姜丝蒸鱿鱼,姜丝蒸鱿鱼 是生活中一种美食，主要食材是鱿鱼，是一款健康食谱,鱿鱼
2895,龙凤大呈祥,龙凤大呈祥是一道广东省的特色传统名菜，属于粤菜系。特点浓香入味。主料为去头乌梢蛇、老母鸡、火腿丝等。蛇肉与母鸡肉此二者与味甘性平，对慢性萎缩性胃炎、慢性肝炎、血虚、精少不育者有益的枸杞合炖，可收温中补气、滋补肝肾、益精明目之功效。,
2896,广东泡菜,广东泡菜是用白萝卜 红萝卜 小黄瓜 芥菜 高丽菜大白菜花椒 辣椒姜盐等制作而成的一道菜。,
2897,石榴鸡,"炊石榴鸡是一道独具广东潮汕地区特色的名菜美味佳肴，已有数十年的历史。它的外形酷似开花的石榴，主料是鸡肉，经蒸制而成故名。传统的作法是用鸡皮或鸡胸肉作皮的，创新者则必用煎鸡蛋的。这一改，做起来虽较方便，也有特点。但比传统潮汕风味大为逊色。加以改良的""石榴鸡""亦是很古老的时候就有的台菜。",鸡，虾仁，猪肥肉
2898,水蛇粥,水蛇粥是一道是一道以水蛇为主要食材制作的一道粤菜。,水蛇，大米
2899,湘式酸泡菜,湘式酸菜是一道由胡萝卜、白萝卜、绿豆角等做成的美食。,"胡萝卜250克,白萝卜250克,绿豆角250克,黄瓜250克,圆白菜500克"
2900,湘水鸡,湘水鸡是一道美食，主要材料是土鸡。,土鸡1只
2901,霸王肘子,霸王肘子是一道美食。主要主料：猪前肘1200克；调料：干红灯笼辣椒100克，盐5克，味精3克，酱油5克，蜂蜜5克，姜。,猪前肘
2902,湖南酸辣凤翅,制作材料 主料：鸡翅膀12只，酸泡菜50克，鲜红辣椒50克，水发玉兰片50克，水发香菇8朵 调料：绍酒约2汤匙醋3茶匙，酱油1汤匙，青蒜，葱结，姜，生粉，香油各适量。,鸡翅膀，酸泡菜
2903,口味蛇,口味蛇是一道以王锦蛇为主要食材制作的湘菜。,王锦蛇
2904,小炒黄牛肉,小炒黄牛肉是以牛肉、青尖椒、红尖椒等食材制成的一道菜品，香味浓郁，味道鲜美，十分诱人。,黄牛肉，青尖椒
2905,辣椒炒肉,辣椒炒肉，是以辣椒、五花肉作为主要食材，以豆豉，大蒜子，酱油，油盐，味精，生姜等作为辅料制作而成的一道菜肴。口味香辣。辣椒炒肉是属于湘菜、赣菜中的名菜,辣椒，五花肉
2906,香辣带鱼,香辣带鱼是一道简单的家常菜，主料是带鱼250克。,带鱼250克
2907,长沙风羊腿,长沙风羊腿，是一道传统的特色美食，由  羊前腿肉，盐 ，白酒等烹饪而成。,羊前腿肉5000克
2908,蒸糟鱼,蒸糟鱼属于糟鱼的一种，糟鱼的特点是骨刺也能吃。缺陷是鱼的鲜味没了，有糟的异味，吃完回口还略有苦腥味，所以，糟鱼在穷苦阶层有点市场，很难登上“大雅之堂”。,
2909,红煨熊掌,,
2910,盐水肥鸭,盐水肥鸭是一道经典的传统名菜。食用此菜时将鸭翅和颈骨拍松，剁成条装盘，再将腿和脯肉砍成条覆盖在上面，淋上香油，拼上香菜即成。本菜具有发汗透疹，消食下气，醒脾和中的功效；主治麻疹初期，透出不畅以及食物积滞、胃口不开、脱肛等病症。,北京填鸭
2911,烤香酥鸡,烤香酥鸡是一道湘菜，主料是鸡，配料是香菜、番茄等，调料为盐、味精、料酒等。该菜品主要通过油炸的方法制作而成。,鸡
2912,火夹熊掌,,
2913,湖南花肉,原料配方：肉坯100公斤精盐3公斤白糖2公斤酱油2公斤白酒2公斤 制作方法： 1.原料选择：选择皮薄的猪肋条肉。,肉坯，白酒
2914,湖南特制无骨腊肉,这是一道美食，主要原料有猪腿肉5000克,猪腿肉5000克
2915,油淋斑鸠,油淋斑鸠是一道以斑鸠为主要食材制作的湘菜。,斑鸠
2916,岳阳蝶式腊猪头,岳阳蝶式腊猪头属湖南菜系，主料主要是猪头肉。,猪头肉
2917,香腊鸡肫,香腊鸡肫是湖南省地方传统名菜，属于湘菜系。主要原料是鸡肫。,鸡肫
2918,烤里脊肉,烤里脊肉是一道美食，主料是猪里脊，调料是料酒、白砂糖、味精等。这道美食口味咸鲜，主要通过烤箱烧烤的方法制作而成。,猪里脊
2919,湖南风鸡,风鸡是南味传统食品， 主要原料是肥母鸡，主要调料是花椒、料酒、白糖等，该菜品主要采用蒸制的方法制作而成。,肥母鸡，花椒
2920,湖南腊肉,湖南的一道特色菜，以湖南安化腊肉和湘西腊肉最为出名。安化腊肉，体形大，颜色黑，熏得干，肉质细，味道香；湘西腊肉，色彩红亮，烟熏咸香。制作全过程一般分为备料，腌渍，熏制三步。,猪肉
2921,拔丝枣泥羊尾,山楂（干）100克 鸡蛋150克 小麦面粉50克 淀粉（玉米）50克,山楂
2922,叉烧香肉,叉烧香肉是猪后腿肉1斤、盐5克、白糖10克、料酒25克、葱15克、姜15克、酱油5克、花椒子20粒、香油i10克做成的食物。,猪后腿肉
2923,原煨整猴头菇,原煨整猴头菇是一道美食，主要用料是猴头菇200克，鸡肉500克，猪肘500克,鸡肉，肘肉，猴头菇
2924,鸡茸干贝双冬,鸡茸干贝双冬，家常菜之一，有温中益气、补虚填精、健脾胃、活血脉、强筋骨、添精髓的功效。,鸡胸脯肉200克
2925,长沙腊牛肉,长沙腊牛肉是一道由牛肉等食材制成的食品。,
2926,虾酿猴头菇,虾酿猴头菇是一道美食，主要原料有猴头菇350克 虾仁150克，肥膘肉50克 荸荠70克 鸡蛋清50克 小白菜500克 猪肋条肉（五花肉）250克，猪油（炼制）70克 料酒50克 盐7克 味精2克 白砂糖3克 胡椒粉1克 大葱30克 姜30克 淀粉（豌豆）40克 鸡油15克，空心菜梗，猪肉，新鲜辣椒等，按照一定的炒作工艺制作的菜肴。,猴头菇350克，虾仁150克
2927,网油配方,,
2928,红煨八宝蜂窝肚,红煨八宝蜂窝肚是一道色香味俱全的传统名肴，属于湘菜系。色泽红亮，酥烂浓香。葱和姜拍破；将五花肉一半切成块，下入开水锅氽过，捞出，用清水洗净血沫；将白菜洗净；将蜂窝牛肚清洗干净，下入冷水锅烧开煮过捞出，放入垫有粗竹席的沙锅内；加入五花肉、葱和姜适量的料酒、酱油、白糖、水(水以没过蜂窝肚为准)，在旺火上烧开；移用小火煨到八成烂，取出稍凉；放在砧板上(蜂窝面朝下)，剞成4厘米大的斜方块，深度为四分之三，四分之一连着，扣入碗内，放入原汤；将余下的五花肉和去壳洗净的冬笋、水发香菇、水发虾米、火腿都切成6毫米的方丁，下入六成热油锅煸炒出香味；烹料酒，放入盐、酱油、味精，用湿淀粉勾芡，加入蒸发的莲子、蒸发的干贝、胡椒粉拌匀成馅，装入蜂窝肚内，上笼蒸1小时；食用时，取出八宝蜂窝肚，滗出原汁，翻扑盘内，同时将白菜苞下入油锅加盐炒入味，拼在蜂窝肚的周围，然后将原汁倒入锅内烧开，用湿淀粉勾芡，浇在八宝蜂窝上，洒香油即成。,肥猪肉
2929,红梅鲜贝,红梅鲜贝是一道美食，主要材料：鲜贝150克，虾仁120克。；辅料：肥膘肉30克，鸡蛋清50克，辣椒（红，尖）50克，小白菜500克。调料：猪油（炼制）60克，料酒20克，盐8克，味精1克，胡椒粉1克，苏打粉1克，大葱20克，姜20克，淀粉（豌豆）30克，鸡油15克，白砂糖2克。,
2930,盐水牛肉,盐水牛肉是一道传统的家常菜品，主要制作食材是牛腱肉，配料是香菜，调料是白砂糖、香油、料酒等，通过大火煮制而成。,牛腱(500克)
2931,玫瑰香肉,玫瑰香肉是湘菜，滋阴、健脾开胃、贫血食谱。,猪肉
2932,湘西酸肉,湘西酸肉，是湘西苗族和土家族传统风味佳肴，味辣微酸，以湘西自治州所做最佳，以此得名。此菜色黄香辣，略有酸味，肥而不腻。浓汁厚芡，别有风味。,猪肉（肥）（750克）
2933,海参蒸盆,海参蒸盆：主要食材有净母鸡，肥鸭，水发海参，味道香醇，美滋美味，鲜香可口，滋补养肾，老少皆宜。,净母鸡，肥鸭，水发海参
2934,油焖整鸡腿,油焖整鸡腿是一道美食，主要原料有鸡腿1200克等，按照一定的炒作工艺制作的菜肴。,鸡腿1200克
2935,油淋庄鸡,油淋庄鸡是以母鸡作为主要原材料制作而成的一款菜品，调料是料酒、白砂糖、酱油等，主要通过翻炒的方式做成。,母鸡
2936,梅汁泡河蚬,梅汁泡河蚬是一道菜，原料是蚬子300g、话梅、蒜头、味精、酱油、辣椒。,蚬子300g
2937,捆肘卷,捆肘卷是湖南益阳当地传统名菜，属于湘菜系。主要食材有猪肘肉、 花椒等。,猪肘肉，花椒
2938,宝塔香腰,宝塔香腰又名七层楼、玉麟香腰，是湖南省地方传统名肴，由七道不同的菜肴叠放而成。很久以前，衡阳就有了鱼丸、黄雀肉、锅烧丸等地方小品种，虽风味独特，却不能登大雅之堂。清朝末叶，衡阳人彭玉麟官至兵部尚书，还念念不忘家乡这些小品种。一日，彭在府中宴请朝廷官吏，命家厨想法把这些小品种巧集于一碗之中。,黄雀肉
2939,冲菜,冲菜是川湘菜系的一种，其味清淡爽口，可健脾开胃。用山葵磨制的山葵酱、用辣根制造的青芥辣、用芥菜类蔬菜种子制造的芥末也很“冲”。,油菜花
2940,五元蒸鸭块,,
